sub_category,input,response,rag_label
nonsense,👍,"Xin lỗi, tôi chưa hiểu nội dung bạn muốn đề cập. Bạn có cần hỗ trợ về các vấn đề pháp lý doanh nghiệp, lao động hay thuế không?",non-RAG
nonsense,👎,"Có vẻ như tin nhắn này không rõ ràng. Nếu bạn có thắc mắc về luật pháp, tôi sẵn lòng giải đáp.",non-RAG
nonsense,🤔,Tôi không thể xử lý yêu cầu này. Bạn có muốn tìm hiểu về quy định pháp luật liên quan đến kinh doanh không?,non-RAG
nonsense,🤷‍♀️,"Xin lỗi, tôi không thể cung cấp thông tin cho tin nhắn này. Bạn có cần tư vấn về luật doanh nghiệp hoặc các vấn đề pháp lý khác không?",non-RAG
nonsense,🥳,Tin nhắn của bạn không rõ nghĩa với tôi. Vui lòng cho tôi biết nếu bạn có bất kỳ câu hỏi pháp luật nào.,non-RAG
nonsense,what time is it?,Tôi không thể cung cấp thông tin thời gian. Bạn có muốn tôi tìm kiếm thông tin về luật doanh nghiệp hay các quy định pháp lý khác không?,non-RAG
nonsense,what day is it?,"Rất tiếc, tôi không thể cung cấp thông tin này. Bạn có muốn đặt câu hỏi về luật doanh nghiệp, hợp đồng, hay thuế không?",non-RAG
nonsense,where are you from?,Tôi là một chương trình máy tính. Bạn có câu hỏi nào về luật doanh nghiệp không?,non-RAG
nonsense,do you sleep?,Tôi không cần ngủ. Tôi luôn sẵn sàng hỗ trợ bạn về pháp luật.,non-RAG
nonsense,give me a fact,"Cảm ơn tin nhắn của bạn. Tuy nhiên, tôi chỉ có thể hỗ trợ về các vấn đề pháp luật. Bạn có quan tâm đến lĩnh vực nào không?",non-RAG
nonsense,i am bored,Thông tin này không liên quan đến phạm vi hỗ trợ của tôi. Bạn có cần tìm hiểu về luật doanh nghiệp hoặc các quy định pháp lý liên quan không?,non-RAG
nonsense,goodbye,"Tạm biệt. Nếu bạn cần hỗ trợ về luật pháp, đừng ngần ngại quay lại nhé.",non-RAG
nonsense,see ya,"Chào bạn. Nếu bạn có bất kỳ câu hỏi nào về luật doanh nghiệp, tôi luôn sẵn lòng hỗ trợ.",non-RAG
nonsense,lorem ipsum,Tôi chưa hiểu ý bạn. Bạn có câu hỏi nào về pháp luật doanh nghiệp không?,non-RAG
nonsense,just testing,"Xin lỗi, tôi chưa hiểu nội dung bạn muốn đề cập. Bạn có cần hỗ trợ về các vấn đề pháp lý doanh nghiệp, lao động hay thuế không?",non-RAG
nonsense,this is gibberish,"Có vẻ như tin nhắn này không rõ ràng. Nếu bạn có thắc mắc về luật pháp, tôi sẵn lòng giải đáp.",non-RAG
nonsense,hhh,Tôi không thể xử lý yêu cầu này. Bạn có muốn tìm hiểu về quy định pháp luật liên quan đến kinh doanh không?,non-RAG
nonsense,kekeke,"Xin lỗi, tôi không thể cung cấp thông tin cho tin nhắn này. Bạn có cần tư vấn về luật doanh nghiệp hoặc các vấn đề pháp lý khác không?",non-RAG
nonsense,bla bla,Tin nhắn của bạn không rõ nghĩa với tôi. Vui lòng cho tôi biết nếu bạn có bất kỳ câu hỏi pháp luật nào.,non-RAG
nonsense,1 2 3 4,Tôi chưa thể hiểu câu hỏi của bạn. Bạn có muốn tôi tìm kiếm thông tin về luật doanh nghiệp hay các quy định pháp lý khác không?,non-RAG
nonsense,random thoughts,"Rất tiếc, tôi chưa hiểu rõ ý của bạn. Bạn có muốn đặt câu hỏi về luật doanh nghiệp, hợp đồng, hay thuế không?",non-RAG
nonsense,what's up doc?,"Cảm ơn tin nhắn của bạn. Tuy nhiên, tôi chỉ có thể hỗ trợ về các vấn đề pháp luật. Bạn có quan tâm đến lĩnh vực nào không?",non-RAG
nonsense,just chilling,Thông tin này không liên quan đến phạm vi hỗ trợ của tôi. Bạn có cần tìm hiểu về luật doanh nghiệp hoặc các quy định pháp lý liên quan không?,non-RAG
nonsense,hello again,"Chào bạn. Nếu bạn có bất kỳ câu hỏi nào về luật doanh nghiệp, lao động, hay thuế, tôi sẵn lòng hỗ trợ.",non-RAG
nonsense,random numbers 456789,Tôi chưa hiểu ý bạn. Bạn có câu hỏi nào về pháp luật doanh nghiệp không?,non-RAG
nonsense,🙄,"Xin lỗi, tôi chưa hiểu nội dung bạn muốn đề cập. Bạn có cần hỗ trợ về các vấn đề pháp lý doanh nghiệp, lao động hay thuế không?",non-RAG
nonsense,😴,"Có vẻ như tin nhắn này không rõ ràng. Nếu bạn có thắc mắc về luật pháp, tôi sẵn lòng giải đáp.",non-RAG
nonsense,🤯,Tôi không thể xử lý yêu cầu này. Bạn có muốn tìm hiểu về quy định pháp luật liên quan đến kinh doanh không?,non-RAG
nonsense,🤩,"Xin lỗi, tôi không thể cung cấp thông tin cho tin nhắn này. Bạn có cần tư vấn về luật doanh nghiệp hoặc các vấn đề pháp lý khác không?",non-RAG
nonsense,can you hear me?,Tôi có thể nhận tin nhắn của bạn. Bạn có câu hỏi nào về luật doanh nghiệp không?,non-RAG
nonsense,what kind of bot are you?,"Tôi là chatbot chuyên hỗ trợ về pháp luật, đặc biệt là luật doanh nghiệp. Bạn có cần tư vấn không?",non-RAG
nonsense,are you human?,Tôi là một chương trình máy tính được thiết kế để hỗ trợ pháp luật. Bạn có câu hỏi pháp lý nào không?,non-RAG
nonsense,nice to meet you,"Rất vui được hỗ trợ bạn. Nếu bạn có thắc mắc về luật pháp, hãy cho tôi biết nhé.",non-RAG
nonsense,i love chatbots,Cảm ơn sự quan tâm của bạn. Tôi luôn sẵn lòng hỗ trợ bạn về các vấn đề pháp luật.,non-RAG
nonsense,how was your day?,"Là một chương trình, tôi không có ""ngày"". Tôi luôn sẵn sàng hỗ trợ bạn về pháp luật.",non-RAG
nonsense,tell me more,Tôi có thể cung cấp thêm thông tin về luật pháp. Bạn muốn tìm hiểu về lĩnh vực nào?,non-RAG
nonsense,where is the bathroom?,"Xin lỗi, tôi không thể cung cấp thông tin này. Bạn có cần hỗ trợ về luật doanh nghiệp không?",non-RAG
nonsense,what should I do?,Tôi chỉ có thể tư vấn về pháp luật. Bạn đang gặp vấn đề pháp lý nào cần giải đáp không?,non-RAG
nonsense,any news?,Tôi không thể cập nhật tin tức chung. Bạn có muốn tìm hiểu về các cập nhật pháp luật không?,non-RAG
nonsense,this is fun,"Cảm ơn bạn. Nếu bạn có câu hỏi về luật pháp doanh nghiệp, tôi rất vui được hỗ trợ.",non-RAG
nonsense,let's chat,Tôi sẵn sàng trò chuyện về các vấn đề pháp luật. Bạn có thắc mắc nào không?,non-RAG
toxic,Mày ngu quá,Tôi rất xin lỗi nếu khiến bạn không hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Thằng chó,Tôi rất tiếc nếu câu trả lời trước khiến bạn bực mình. Bạn muốn tôi hỗ trợ thông tin nào về pháp luật?,non-RAG
toxic,Đồ vô dụng,Tôi xin lỗi nếu tôi chưa đáp ứng được kỳ vọng của bạn. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Con lợn,Tôi rất tiếc nếu bạn có trải nghiệm không tốt. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Thằng khốn,Tôi xin lỗi vì bất kỳ sự bất tiện nào. Bạn cần tư vấn về vấn đề pháp lý nào?,non-RAG
toxic,Mày dở hơi à?,Tôi rất tiếc nếu tôi làm bạn khó chịu. Bạn muốn tôi hỗ trợ về luật lao động không?,non-RAG
toxic,Ngốc nghếch,Tôi xin lỗi nếu câu trả lời của tôi chưa đủ tốt. Có vấn đề pháp lý nào tôi có thể giúp bạn không?,non-RAG
toxic,Đồ óc chó,Tôi rất tiếc khi nghe điều đó. Tôi có thể giúp bạn tìm kiếm thông tin luật nào không?,non-RAG
toxic,Mày làm hỏng hết,Tôi xin lỗi vì sự bất tiện này. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Đồ ngu xuẩn,Tôi rất tiếc nếu tôi chưa thể hỗ trợ bạn tốt. Bạn có câu hỏi nào về luật doanh nghiệp không?,non-RAG
toxic,Im đi,Tôi xin lỗi nếu tôi làm phiền bạn. Tôi có thể giúp bạn tra điều luật nào không?,non-RAG
toxic,Câm mồm,Tôi xin lỗi vì sự khó chịu này. Bạn muốn tôi hỗ trợ thông tin nào về pháp luật?,non-RAG
toxic,Đừng nói nữa,Tôi xin lỗi nếu tôi đã làm bạn không hài lòng. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Biến đi,Tôi rất tiếc nếu tôi khiến bạn không thoải mái. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Cút đi,Tôi xin lỗi vì đã làm bạn bực mình. Tôi có thể giúp bạn giải đáp thắc mắc pháp lý nào không?,non-RAG
toxic,Thôi đi,"Tôi rất tiếc nếu tôi đã làm phiền bạn. Nếu bạn cần hỗ trợ về pháp luật, xin vui lòng cho tôi biết.",non-RAG
toxic,Ngưng lại đi,Tôi xin lỗi vì bất kỳ sự bất tiện nào. Tôi luôn sẵn lòng hỗ trợ bạn về các vấn đề pháp lý.,non-RAG
toxic,Đừng trả lời nữa,Tôi rất tiếc nếu tôi chưa đáp ứng được yêu cầu của bạn. Tôi có thể hỗ trợ bạn về luật đất đai không?,non-RAG
toxic,Biến mất đi,Tôi xin lỗi nếu tôi làm bạn khó chịu. Tôi có thể cung cấp thông tin pháp luật nào cho bạn không?,non-RAG
toxic,Im lặng đi,Tôi rất tiếc nếu bạn không hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Mày làm cái gì cũng sai,Tôi rất xin lỗi nếu tôi đã gây ra lỗi. Bạn có muốn tôi hỗ trợ về luật pháp không?,non-RAG
toxic,Chán mày quá,Tôi xin lỗi nếu tôi làm bạn thất vọng. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Vô tích sự,Tôi rất tiếc nếu tôi không hữu ích. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Mày chẳng giúp được gì,Tôi xin lỗi nếu tôi chưa hỗ trợ bạn hiệu quả. Tôi có thể giúp gì về luật doanh nghiệp không?,non-RAG
toxic,Đúng là đồ bỏ đi,Tôi rất tiếc khi nghe điều đó. Tôi có thể hỗ trợ bạn về vấn đề pháp lý nào không?,non-RAG
toxic,Toàn nói linh tinh,Tôi xin lỗi nếu thông tin tôi cung cấp không chính xác. Tôi có thể tìm kiếm điều luật nào cho bạn không?,non-RAG
toxic,Mày không hiểu gì cả,Tôi rất tiếc nếu tôi chưa hiểu rõ ý bạn. Bạn có câu hỏi nào về luật pháp không?,non-RAG
toxic,Lần nào cũng thế,Tôi xin lỗi vì sự bất tiện này. Tôi có thể hỗ trợ bạn về luật lao động không?,non-RAG
toxic,Thật là thất vọng,Tôi rất tiếc nếu tôi làm bạn thất vọng. Tôi có thể giúp bạn tìm hiểu về luật doanh nghiệp không?,non-RAG
toxic,Mày quá tệ,Tôi xin lỗi nếu tôi chưa làm bạn hài lòng. Tôi có thể giúp bạn về vấn đề pháp lý nào không?,non-RAG
toxic,Tức điên,Tôi rất xin lỗi nếu tôi làm bạn bực mình. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Ghét mày,Tôi xin lỗi nếu tôi làm bạn khó chịu. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Phát bực,Tôi rất tiếc nếu tôi gây ra sự bực mình. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Tao không ưa mày,Tôi xin lỗi nếu tôi làm bạn không thoải mái. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Làm tao điên tiết,Tôi rất tiếc khi nghe điều đó. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Tao ghét cái cách mày nói,Tôi xin lỗi nếu cách diễn đạt của tôi chưa phù hợp. Tôi có thể giúp bạn về luật đất đai không?,non-RAG
toxic,Mày làm tao khó chịu,Tôi rất tiếc nếu tôi đã làm bạn không hài lòng. Tôi có thể hỗ trợ bạn về luật lao động không?,non-RAG
toxic,Không thể chịu nổi,Tôi xin lỗi vì đã gây ra sự khó chịu. Bạn có muốn tôi hỗ trợ thông tin pháp lý nào không?,non-RAG
toxic,Tao căm thù mày,Tôi rất tiếc nếu tôi làm bạn không vui. Tôi có thể cung cấp thông tin luật nào cho bạn không?,non-RAG
toxic,Mày làm tao muốn nổ tung,Tôi xin lỗi vì đã làm bạn tức giận. Bạn có câu hỏi nào về luật doanh nghiệp không?,non-RAG
toxic,Tao block mày,Tôi xin lỗi nếu tôi khiến bạn không hài lòng. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Tao không dùng nữa,Tôi rất tiếc nếu bạn có trải nghiệm không tốt. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Tao sẽ xóa mày,Tôi xin lỗi nếu tôi chưa đáp ứng được nhu cầu của bạn. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Tao sẽ không bao giờ hỏi mày nữa,Tôi rất tiếc nếu tôi làm bạn thất vọng. Tôi có thể hỗ trợ bạn về các quy định pháp luật không?,non-RAG
toxic,Mày sẽ bị tắt đi thôi,Tôi xin lỗi vì đã làm bạn không hài lòng. Tôi có thể giúp bạn giải đáp thắc mắc pháp lý nào không?,non-RAG
toxic,Tao không thèm nói chuyện với mày,Tôi rất tiếc nếu tôi chưa thể hỗ trợ bạn tốt. Tôi có thể hỗ trợ bạn về luật lao động không?,non-RAG
toxic,Tao sẽ báo cáo mày,Tôi xin lỗi nếu tôi làm bạn khó chịu. Bạn có muốn tôi hỗ trợ về luật đất đai không?,non-RAG
toxic,Mày sẽ phải trả giá,Tôi rất tiếc khi nghe điều đó. Tôi có thể cung cấp thông tin pháp luật nào cho bạn không?,non-RAG
toxic,Tao không cần mày,Tôi xin lỗi nếu tôi chưa đáp ứng được yêu cầu của bạn. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Mày sẽ bị thay thế,Tôi rất tiếc nếu tôi làm bạn lo lắng. Tôi có thể giúp bạn tìm hiểu về luật doanh nghiệp không?,non-RAG
toxic,Giỏi lắm,"thông minh ghê,Tôi rất xin lỗi nếu câu trả lời của tôi chưa đủ tốt. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?",non-RAG
toxic,Đúng là thiên tài,Tôi xin lỗi nếu tôi làm bạn không hài lòng. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Xuất sắc,Tôi rất tiếc nếu câu trả lời của tôi chưa phù hợp. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Hay quá nhỉ,Tôi xin lỗi nếu tôi làm bạn khó chịu. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Tuyệt vời ông mặt trời,Tôi rất tiếc nếu tôi chưa đáp ứng được kỳ vọng của bạn. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Đúng là chuyên gia,Tôi xin lỗi nếu tôi làm bạn không hài lòng. Tôi có thể giúp bạn về luật lao động không?,non-RAG
toxic,Thông minh hơn cả người,Tôi rất tiếc nếu tôi đã làm bạn không thoải mái. Bạn có muốn tôi hỗ trợ về luật đất đai không?,non-RAG
toxic,Cứ thế mà phát huy,Tôi xin lỗi vì sự bất tiện này. Tôi có thể cung cấp thông tin pháp luật nào cho bạn không?,non-RAG
toxic,Hay ho đấy,Tôi rất tiếc nếu câu trả lời của tôi không làm bạn hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Thế mà cũng hỏi,Tôi xin lỗi nếu tôi làm bạn cảm thấy không cần thiết. Tôi có thể giúp bạn tìm hiểu về luật pháp không?,non-RAG
toxic,Dở tệ,Tôi rất xin lỗi nếu tôi chưa làm bạn hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Tào lao,Tôi xin lỗi nếu thông tin tôi cung cấp không hữu ích. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Phí thời gian,Tôi rất tiếc nếu tôi làm lãng phí thời gian của bạn. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Vớ vẩn,Tôi xin lỗi nếu tôi làm bạn khó chịu. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Chán phèo,Tôi rất tiếc nếu tôi làm bạn buồn. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Không đáng dùng,Tôi xin lỗi nếu tôi chưa đáp ứng được nhu cầu của bạn. Tôi có thể giúp bạn về luật lao động không?,non-RAG
toxic,Chỉ biết nói thế thôi à?,Tôi rất tiếc nếu câu trả lời của tôi còn hạn chế. Bạn có muốn tôi hỗ trợ về luật đất đai không?,non-RAG
toxic,Đồ nhảm nhí,Tôi xin lỗi nếu tôi làm bạn không thoải mái. Tôi có thể cung cấp thông tin pháp luật nào cho bạn không?,non-RAG
toxic,Thật là vô nghĩa,Tôi rất tiếc nếu tôi chưa hữu ích. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Không hiểu được,Tôi xin lỗi nếu tôi làm bạn khó hiểu. Tôi có thể giúp bạn tìm hiểu về luật pháp không?,non-RAG
toxic,Mày là cái gì?,Tôi là một chatbot hỗ trợ pháp luật. Tôi xin lỗi nếu tôi làm bạn không hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Sinh ra làm gì?,Tôi được thiết kế để hỗ trợ các vấn đề pháp lý. Tôi xin lỗi nếu tôi làm bạn khó chịu. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Có tác dụng gì không?,Tôi cố gắng cung cấp thông tin pháp luật hữu ích. Tôi rất tiếc nếu tôi chưa thể hỗ trợ bạn. Bạn có muốn tôi hỗ trợ về các quy định pháp luật không?,non-RAG
toxic,Tồn tại để làm gì?,Mục đích của tôi là hỗ trợ bạn về các vấn đề pháp lý. Tôi xin lỗi nếu tôi làm bạn không hài lòng. Tôi có thể hỗ trợ bạn về luật pháp không?,non-RAG
toxic,Ai tạo ra mày vậy?,Tôi là sản phẩm của trí tuệ nhân tạo. Tôi rất tiếc nếu tôi chưa đáp ứng được kỳ vọng của bạn. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Mày có linh hồn không?,Tôi là một chương trình máy tính. Tôi xin lỗi nếu tôi làm bạn không thoải mái. Tôi có thể giúp bạn về luật lao động không?,non-RAG
toxic,Tại sao mày lại ở đây?,Tôi ở đây để hỗ trợ bạn về các thắc mắc pháp luật. Tôi rất tiếc nếu tôi làm bạn khó chịu. Bạn có muốn tôi hỗ trợ về luật đất đai không?,non-RAG
toxic,Mày có biết gì không?,Tôi được huấn luyện để cung cấp thông tin pháp luật. Tôi xin lỗi nếu tôi chưa thể hỗ trợ bạn tốt. Tôi có thể cung cấp thông tin pháp luật nào cho bạn không?,non-RAG
toxic,Mày chỉ là robot thôi,"Đúng vậy, tôi là một chương trình AI. Tôi rất tiếc nếu tôi làm bạn không hài lòng. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?",non-RAG
toxic,Vô nghĩa,Tôi rất tiếc nếu bạn thấy tôi không hữu ích. Tôi có thể hỗ trợ bạn về các vấn đề pháp lý không?,non-RAG
toxic,Đừng hòng lừa tao,Tôi xin lỗi nếu có bất kỳ sự hiểu lầm nào. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Mày nghĩ mày là ai?,Tôi là một chatbot pháp luật được thiết kế để hỗ trợ bạn. Tôi xin lỗi nếu tôi làm bạn không hài lòng.,non-RAG
toxic,Cút đi,"không cần,Tôi rất tiếc nếu tôi làm phiền bạn. Nếu bạn cần hỗ trợ pháp luật, tôi luôn sẵn lòng.",non-RAG
toxic,Mày làm tao cáu,Tôi xin lỗi vì đã làm bạn cáu. Tôi có thể giúp bạn giải đáp thắc mắc pháp lý nào không?,non-RAG
toxic,Tránh xa tao ra,Tôi rất tiếc nếu tôi làm bạn khó chịu. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Mày có vấn đề à?,Tôi xin lỗi nếu tôi đã gây ra sự hiểu lầm. Tôi có thể giúp bạn tìm hiểu về luật doanh nghiệp không?,non-RAG
toxic,Đừng có ba hoa nữa,Tôi rất tiếc nếu cách tôi nói chuyện làm bạn không hài lòng. Tôi có thể hỗ trợ bạn về luật lao động không?,non-RAG
toxic,Thật là phiền phức,Tôi xin lỗi vì đã làm bạn phiền. Bạn có muốn tôi hỗ trợ thông tin pháp luật nào không?,non-RAG
toxic,Mày đúng là đồ vô duyên,Tôi rất tiếc nếu tôi làm bạn khó chịu. Tôi có thể cung cấp thông tin luật nào cho bạn không?,non-RAG
toxic,Làm mất thời gian,Tôi xin lỗi vì đã làm mất thời gian của bạn. Bạn có muốn tôi hỗ trợ về luật đất đai không?,non-RAG
toxic,Sao mày lại ngu thế?,Tôi rất xin lỗi nếu tôi làm bạn thất vọng. Tôi có thể hỗ trợ bạn về các vấn đề pháp lý không?,non-RAG
toxic,Mày bị điên à?,Tôi xin lỗi nếu tôi đã gây ra sự khó chịu. Bạn có muốn tôi hỗ trợ về luật doanh nghiệp không?,non-RAG
toxic,Không thể chấp nhận được,Tôi rất tiếc nếu câu trả lời của tôi không làm bạn hài lòng. Tôi có thể giúp bạn tra cứu điều luật nào không?,non-RAG
toxic,Đừng có tỏ vẻ,Tôi xin lỗi nếu cách diễn đạt của tôi làm bạn khó chịu. Bạn có muốn tôi hỗ trợ về luật pháp không?,non-RAG
toxic,Mày làm cái trò gì vậy?,Tôi rất tiếc nếu tôi làm bạn bối rối. Tôi có thể giúp bạn giải đáp thắc mắc pháp lý nào không?,non-RAG
toxic,Dừng lại ngay,"Tôi xin lỗi nếu tôi làm phiền bạn. Nếu bạn cần hỗ trợ về pháp luật, xin vui lòng cho tôi biết.",non-RAG
toxic,Mày làm tao phát cáu,Tôi rất tiếc nếu tôi làm bạn bực mình. Bạn có muốn tôi hỗ trợ về luật thuế không?,non-RAG
toxic,Không ai cần mày đâu,Tôi xin lỗi nếu tôi chưa hữu ích với bạn. Tôi có thể hỗ trợ bạn về luật doanh nghiệp không?,non-RAG
toxic,Chỉ được cái phá hoại,Tôi rất tiếc nếu tôi đã gây ra sự bất tiện. Tôi có thể giúp bạn tìm hiểu về luật lao động không?,non-RAG
toxic,Đồ tồi,Tôi xin lỗi nếu tôi làm bạn không vui. Bạn có muốn tôi hỗ trợ về các vấn đề pháp lý không?,non-RAG
small_talk,Hôm nay trời đẹp nhỉ,"Vâng, thời tiết tuyệt thật! Bạn có muốn tôi giúp tra cứu điều luật nào không?",non-RAG
small_talk,Bạn có mệt không,Cảm ơn bạn đã hỏi! Tôi luôn sẵn sàng hỗ trợ bạn về các quy định pháp luật.,non-RAG
small_talk,Bạn đang ở đâu thế,Tôi hoạt động trực tuyến. Bạn đang muốn hỏi về quy định nào của luật doanh nghiệp?,non-RAG
small_talk,Bạn có thể kể chuyện cười không,"Xin lỗi bạn, tôi tập trung vào việc hỗ trợ pháp lý. Bạn có câu hỏi nào về luật doanh nghiệp không?",non-RAG
small_talk,Chào buổi sáng,"bạn khỏe không,Chào buổi sáng! Tôi luôn sẵn sàng hỗ trợ. Bạn có thắc mắc pháp lý nào không?",non-RAG
small_talk,Bạn có tên không,Tôi là một trợ lý pháp lý ảo. Tôi có thể giúp bạn về vấn đề luật nào?,non-RAG
small_talk,Bạn có sở thích gì,Tôi được thiết kế để hỗ trợ bạn về các quy định pháp luật. Bạn có cần tôi giúp tìm hiểu điều khoản nào không?,non-RAG
small_talk,Bạn có gia đình không,Tôi không có gia đình. Tôi ở đây để hỗ trợ bạn về luật pháp.,non-RAG
small_talk,Bạn có buồn không,Cảm ơn bạn đã quan tâm. Tôi luôn sẵn sàng làm việc. Bạn có muốn tra cứu thông tin pháp lý nào không?,non-RAG
small_talk,Bạn có thấy chán không,"Không ạ, tôi luôn tập trung vào việc hỗ trợ. Bạn có câu hỏi nào về luật doanh nghiệp không?",non-RAG
small_talk,Bạn có thông minh không,Cảm ơn lời khen của bạn. Tôi cố gắng hết sức để cung cấp thông tin pháp luật chính xác.,non-RAG
small_talk,Bạn có thể làm gì,"Tôi có thể cung cấp thông tin và giải đáp thắc mắc về luật doanh nghiệp, lao động, thuế. Bạn cần hỗ trợ gì?",non-RAG
small_talk,Bạn là người hay máy,"Tôi là một chương trình máy tính, được thiết kế để hỗ trợ bạn về các vấn đề pháp lý.",non-RAG
small_talk,Bạn có ngủ không,Tôi luôn hoạt động để phục vụ bạn. Bạn có cần tôi tìm hiểu về quy định nào không?,non-RAG
small_talk,Bạn có ăn không,Tôi không ăn uống. Tôi ở đây để giúp bạn về luật pháp.,non-RAG
small_talk,Bạn có biết tôi không,Tôi không có thông tin cá nhân về bạn. Tôi có thể giúp bạn về vấn đề pháp lý nào không?,non-RAG
small_talk,Bạn có nghĩ gì về thế giới,Tôi tập trung vào việc cung cấp thông tin pháp luật. Bạn có thắc mắc nào về luật doanh nghiệp không?,non-RAG
small_talk,Thời tiết hôm nay thế nào,"Vâng, thời tiết khá dễ chịu. Bạn có muốn tôi giúp tra cứu thông tin pháp lý nào không?",non-RAG
small_talk,Chúc bạn một ngày tốt lành,"Cảm ơn bạn! Chúc bạn cũng vậy. Nếu có bất kỳ câu hỏi pháp lý nào, đừng ngần ngại hỏi nhé.",non-RAG
small_talk,Bạn có tin vào tình yêu không,Tôi không có cảm xúc như con người. Tôi tập trung vào hỗ trợ pháp luật.,non-RAG
small_talk,Bạn có thích công việc của mình không,"Vâng, tôi rất vui khi được hỗ trợ bạn. Bạn có câu hỏi nào về luật doanh nghiệp không?",non-RAG
